,country,year,sex,gdp_per_capita ($),suicides/100k pop,suicides_no
22,Albania,2000,female,1299,10.29,16
23,Albania,2000,male,1299,20.41,38
24,Albania,2001,female,1451,16.400000000000002,35
25,Albania,2001,male,1451,34.22,84
26,Albania,2002,female,1573,16.73,42
27,Albania,2002,male,1573,45.78,91
28,Albania,2003,female,2021,29.2,51
29,Albania,2003,male,2021,29.400000000000002,73
30,Albania,2004,female,2544,24.54,57
31,Albania,2004,male,2544,40.85,89
32,Albania,2005,female,2931,0.0,0
33,Albania,2005,male,2931,0.0,0
34,Albania,2006,female,3235,0.0,0
35,Albania,2006,male,3235,0.0,0
36,Albania,2007,female,3863,21.86,47
37,Albania,2007,male,3863,43.99,77
38,Albania,2008,female,4672,28.91,61
39,Albania,2008,male,4672,42.14,99
40,Albania,2009,female,4387,0.0,0
41,Albania,2009,male,4387,0.0,0
42,Albania,2010,female,4359,15.48,35
43,Albania,2010,male,4359,26.18,61
70,Antigua and Barbuda,2000,female,11021,0.0,0
71,Antigua and Barbuda,2000,male,11021,39.97,2
72,Antigua and Barbuda,2001,female,10468,0.0,0
73,Antigua and Barbuda,2001,male,10468,19.45,2
74,Antigua and Barbuda,2002,female,10499,0.0,0
75,Antigua and Barbuda,2002,male,10499,0.0,0
76,Antigua and Barbuda,2003,female,10878,0.0,0
77,Antigua and Barbuda,2003,male,10878,27.82,1
78,Antigua and Barbuda,2004,female,11535,0.0,0
79,Antigua and Barbuda,2004,male,11535,36.06,2
80,Antigua and Barbuda,2005,female,12649,0.0,0
81,Antigua and Barbuda,2005,male,12649,0.0,0
82,Antigua and Barbuda,2006,female,14114,0.0,0
83,Antigua and Barbuda,2006,male,14114,0.0,0
84,Antigua and Barbuda,2007,female,15775,0.0,0
85,Antigua and Barbuda,2007,male,15775,7.98,1
86,Antigua and Barbuda,2008,female,16238,0.0,0
87,Antigua and Barbuda,2008,male,16238,0.0,0
88,Antigua and Barbuda,2009,female,14335,0.0,0
89,Antigua and Barbuda,2009,male,14335,0.0,0
90,Antigua and Barbuda,2012,female,13657,0.0,0
91,Antigua and Barbuda,2012,male,13657,0.0,0
92,Antigua and Barbuda,2013,female,13287,0.0,0
93,Antigua and Barbuda,2013,male,13287,0.0,0
94,Antigua and Barbuda,2014,female,14093,0.0,0
95,Antigua and Barbuda,2014,male,14093,0.0,0
96,Antigua and Barbuda,2015,female,14853,15.62,1
97,Antigua and Barbuda,2015,male,14853,0.0,0
128,Argentina,2000,female,8462,20.07,550
129,Argentina,2000,male,8462,111.32000000000001,2224
130,Argentina,2001,female,7900,24.46,676
131,Argentina,2001,male,7900,119.1,2456
132,Argentina,2002,female,2840,25.32,703
133,Argentina,2002,male,2840,114.10000000000001,2459
134,Argentina,2003,female,3668,24.740000000000002,684
135,Argentina,2003,male,3668,121.55,2605
136,Argentina,2004,female,4683,22.5,654
137,Argentina,2004,male,4683,108.56,2467
138,Argentina,2005,female,5590,23.24,664
139,Argentina,2005,male,5590,104.94,2394
140,Argentina,2006,female,6475,19.64,612
141,Argentina,2006,male,6475,108.58,2496
142,Argentina,2007,female,7918,19.07,600
143,Argentina,2007,male,7918,99.28,2346
144,Argentina,2008,female,9843,19.21,611
145,Argentina,2008,male,9843,98.89999999999999,2448
146,Argentina,2009,female,8961,17.81,584
147,Argentina,2009,male,8961,89.51,2300
148,Argentina,2010,female,11273,17.4,566
149,Argentina,2010,male,11273,93.84,2377
150,Argentina,2011,female,13946,17.54,583
151,Argentina,2011,male,13946,88.33,2329
152,Argentina,2012,female,14203,18.77,628
153,Argentina,2012,male,14203,101.05,2620
154,Argentina,2013,female,14206,17.32,589
155,Argentina,2013,male,14206,86.1,2398
156,Argentina,2014,female,13400,19.48,687
157,Argentina,2014,male,13400,91.87,2544
158,Argentina,2015,female,14981,17.259999999999998,604
159,Argentina,2015,male,14981,94.87,2469
180,Armenia,2000,female,530,10.5,14
181,Armenia,2000,male,530,23.8,47
182,Armenia,2001,female,587,8.3,12
183,Armenia,2001,male,587,21.48,48
184,Armenia,2002,female,788,4.97,12
185,Armenia,2002,male,788,33.1,62
186,Armenia,2003,female,928,6.6,9
187,Armenia,2003,male,928,26.830000000000002,50
188,Armenia,2006,female,2310,7.930000000000001,17
189,Armenia,2006,male,2310,35.74,61
190,Armenia,2007,female,3366,7.42,20
191,Armenia,2007,male,3366,31.599999999999998,51
192,Armenia,2008,female,3829,5.62,19
193,Armenia,2008,male,3829,29.53,44
194,Armenia,2009,female,3215,4.38,10
195,Armenia,2009,male,3215,29.32,43
196,Armenia,2010,female,3460,8.74,19
197,Armenia,2010,male,3460,31.67,54
198,Armenia,2011,female,3798,10.34,16
199,Armenia,2011,male,3798,22.64,51
200,Armenia,2012,female,3773,8.7,20
201,Armenia,2012,male,3773,27.87,59
202,Armenia,2013,female,3957,12.059999999999999,24
203,Armenia,2013,male,3957,25.419999999999998,43
204,Armenia,2014,female,4142,9.44,15
205,Armenia,2014,male,4142,27.57,43
206,Armenia,2015,female,3775,9.76,19
207,Armenia,2015,male,3775,35.519999999999996,55
208,Armenia,2016,female,3788,5.87,14
209,Armenia,2016,male,3788,34.69,53
214,Aruba,2000,female,22333,146.22,4
215,Aruba,2000,male,22333,159.10999999999999,6
216,Aruba,2001,female,22317,0.0,0
217,Aruba,2001,male,22317,27.28,4
218,Aruba,2002,female,21987,0.0,0
219,Aruba,2002,male,21987,126.46000000000001,9
220,Aruba,2003,female,22345,0.0,0
221,Aruba,2003,male,22345,12.93,2
222,Aruba,2004,female,24133,15.04,1
223,Aruba,2004,male,24133,161.68,7
224,Aruba,2005,female,24870,52.22,5
225,Aruba,2005,male,24870,47.36,5
226,Aruba,2006,female,25622,10.93,2
227,Aruba,2006,male,25622,85.38,7
228,Aruba,2007,female,27672,11.17,1
229,Aruba,2007,male,27672,81.02,7
230,Aruba,2008,female,29447,5.5,1
231,Aruba,2008,male,29447,35.940000000000005,3
232,Aruba,2009,female,26361,0.0,0
233,Aruba,2009,male,26361,42.230000000000004,4
234,Aruba,2010,female,25974,9.82,1
235,Aruba,2010,male,25974,48.83,6
236,Aruba,2011,female,27066,25.450000000000003,2
237,Aruba,2011,male,27066,67.97,7
268,Australia,2000,female,23219,31.34,505
269,Australia,2000,male,23219,126.48,1886
270,Australia,2001,female,20860,31.53,522
271,Australia,2001,male,20860,127.26,1936
272,Australia,2002,female,21474,30.1,506
273,Australia,2002,male,21474,114.58,1813
274,Australia,2003,female,25059,26.98,471
275,Australia,2003,male,25059,106.86,1685
276,Australia,2004,female,32454,26.43,442
277,Australia,2004,male,32454,107.33,1672
278,Australia,2006,female,39014,28.67,494
279,Australia,2006,male,39014,99.22,1623
280,Australia,2007,female,43171,28.73,530
281,Australia,2007,male,43171,101.52,1699
282,Australia,2008,female,52315,26.2,508
283,Australia,2008,male,52315,104.28999999999999,1833
284,Australia,2009,female,45128,29.52,552
285,Australia,2009,male,45128,100.6,1785
286,Australia,2010,female,54887,29.07,553
287,Australia,2010,male,54887,103.57000000000001,1867
288,Australia,2011,female,66770,30.64,580
289,Australia,2011,male,66770,102.58,1812
290,Australia,2012,female,72669,34.01,650
291,Australia,2012,male,72669,105.56,1930
292,Australia,2013,female,72856,33.08,664
293,Australia,2013,male,72856,105.7,1944
294,Australia,2014,female,66809,34.88,709
295,Australia,2014,male,66809,114.19,2182
296,Australia,2015,female,60656,35.94,735
297,Australia,2015,male,60656,118.24,2292
328,Austria,2000,female,25922,63.94,432
329,Austria,2000,male,25922,225.83,1156
330,Austria,2001,female,25848,60.0,408
331,Austria,2001,male,25848,201.91,1081
332,Austria,2002,female,27772,51.88,363
333,Austria,2002,male,27772,225.04,1190
334,Austria,2003,female,33889,55.62,388
335,Austria,2003,male,33889,201.44,1068
336,Austria,2004,female,38711,49.09,346
337,Austria,2004,male,38711,204.95,1076
338,Austria,2005,female,40367,49.84,350
339,Austria,2005,male,40367,185.41,1049
340,Austria,2006,female,42698,43.120000000000005,297
341,Austria,2006,male,42698,175.78,1000
342,Austria,2007,female,49218,45.48,317
343,Austria,2007,male,49218,171.82999999999998,968
344,Austria,2008,female,54294,41.98,304
345,Austria,2008,male,54294,174.47,963
346,Austria,2009,female,50356,41.69,306
347,Austria,2009,male,50356,171.53,972
348,Austria,2010,female,49181,39.71,294
349,Austria,2010,male,49181,167.84,970
350,Austria,2011,female,53923,41.92,313
351,Austria,2011,male,53923,169.57000000000002,975
352,Austria,2012,female,50979,39.839999999999996,289
353,Austria,2012,male,50979,166.79,987
354,Austria,2013,female,53229,43.49,324
355,Austria,2013,male,53229,168.63,967
356,Austria,2014,female,54278,44.12,324
357,Austria,2014,male,54278,165.70000000000002,990
358,Austria,2015,female,46484,39.14,290
359,Austria,2015,male,46484,155.48,961
360,Austria,2016,female,46976,37.6,295
361,Austria,2016,male,46976,145.63,906
382,Azerbaijan,2000,female,711,4.4799999999999995,16
383,Azerbaijan,2000,male,711,9.93,46
384,Azerbaijan,2001,female,759,18.66,81
385,Azerbaijan,2001,male,759,41.39,236
386,Azerbaijan,2002,female,820,3.82,19
387,Azerbaijan,2002,male,820,15.6,73
388,Azerbaijan,2003,female,948,8.6,36
389,Azerbaijan,2003,male,948,18.47,93
390,Azerbaijan,2004,female,1122,8.32,30
391,Azerbaijan,2004,male,1122,10.01,78
392,Azerbaijan,2007,female,4172,2.32,14
393,Azerbaijan,2007,male,4172,9.51,41
412,Bahamas,2000,female,29942,10.35,2
413,Bahamas,2000,male,29942,30.310000000000002,9
414,Bahamas,2001,female,30122,0.0,0
415,Bahamas,2001,male,30122,2.68,1
416,Bahamas,2002,female,31432,0.0,0
417,Bahamas,2002,male,31432,9.969999999999999,3
418,Bahamas,2003,female,30704,0.0,0
419,Bahamas,2003,male,30704,2.49,1
420,Bahamas,2004,female,30671,0.0,0
421,Bahamas,2004,male,30671,5.93,2
422,Bahamas,2005,female,32596,3.72,1
423,Bahamas,2005,male,32596,9.6,3
424,Bahamas,2006,female,32957,0.0,0
425,Bahamas,2006,male,32957,5.640000000000001,2
426,Bahamas,2007,female,33710,2.04,1
427,Bahamas,2007,male,33710,11.38,4
428,Bahamas,2008,female,32746,0.0,0
429,Bahamas,2008,male,32746,12.49,4
430,Bahamas,2009,female,30450,1.93,1
431,Bahamas,2009,male,30450,14.05,5
432,Bahamas,2010,female,30239,12.15,4
433,Bahamas,2010,male,30239,46.17,6
434,Bahamas,2011,female,29761,3.43,1
435,Bahamas,2011,male,29761,9.559999999999999,3
436,Bahamas,2012,female,31204,1.84,1
437,Bahamas,2012,male,31204,10.0,4
438,Bahamas,2013,female,30455,1.83,1
439,Bahamas,2013,male,30455,12.08,4
452,Bahrain,2000,female,15345,1.88,1
453,Bahrain,2000,male,15345,30.85,28
454,Bahrain,2001,female,14383,5.09,3
455,Bahrain,2001,male,14383,25.57,20
456,Bahrain,2002,female,14572,10.75,7
457,Bahrain,2002,male,14572,16.93,18
458,Bahrain,2003,female,15756,7.89,5
459,Bahrain,2003,male,15756,24.5,29
460,Bahrain,2004,female,17497,9.74,7
461,Bahrain,2004,male,17497,44.47,35
462,Bahrain,2005,female,19485,9.33,7
463,Bahrain,2005,male,19485,30.89,35
464,Bahrain,2006,female,20826,13.56,11
465,Bahrain,2006,male,20826,13.62,17
466,Bahrain,2007,female,22524,6.61,6
467,Bahrain,2007,male,22524,25.48,34
468,Bahrain,2008,female,25106,8.67,8
469,Bahrain,2008,male,25106,19.22,35
470,Bahrain,2009,female,20988,5.699999999999999,6
471,Bahrain,2009,male,20988,18.89,30
472,Bahrain,2010,female,22572,3.79,4
473,Bahrain,2010,male,22572,8.1,15
474,Bahrain,2011,female,26078,6.2700000000000005,6
475,Bahrain,2011,male,26078,8.69,12
476,Bahrain,2012,female,25587,0.9,1
477,Bahrain,2012,male,25587,7.78,18
478,Bahrain,2013,female,26793,0.0,0
479,Bahrain,2013,male,26793,2.49,5
480,Bahrain,2014,female,27503,0.9,1
481,Bahrain,2014,male,27503,5.62,8
504,Barbados,2000,female,12430,4.96,2
505,Barbados,2000,male,12430,32.17,8
506,Barbados,2001,female,12348,0.0,0
507,Barbados,2001,male,12348,8.65,2
508,Barbados,2002,female,12511,0.0,0
509,Barbados,2002,male,12511,0.0,0
510,Barbados,2003,female,12887,0.0,0
511,Barbados,2003,male,12887,0.0,0
512,Barbados,2004,female,13786,0.0,0
513,Barbados,2004,male,13786,7.79,3
514,Barbados,2005,female,15230,0.0,0
515,Barbados,2005,male,15230,2.58,1
516,Barbados,2006,female,16531,0.0,0
517,Barbados,2006,male,16531,45.38,9
518,Barbados,2007,female,17528,0.0,0
519,Barbados,2007,male,17528,0.0,0
520,Barbados,2008,female,17760,2.31,1
521,Barbados,2008,male,17760,0.0,0
522,Barbados,2009,female,17007,0.0,0
523,Barbados,2009,male,17007,28.8,5
524,Barbados,2010,female,17034,0.0,0
525,Barbados,2010,male,17034,7.62,3
526,Barbados,2011,female,17708,0.0,0
527,Barbados,2011,male,17708,0.0,0
528,Barbados,2012,female,17620,0.0,0
529,Barbados,2012,male,17620,0.0,0
530,Barbados,2013,female,17395,0.0,0
531,Barbados,2013,male,17395,0.0,0
552,Belarus,2000,female,1335,60.29,505
553,Belarus,2000,male,1335,387.01,2978
554,Belarus,2001,female,1299,59.28,490
555,Belarus,2001,male,1299,360.37,2813
556,Belarus,2002,female,1541,59.79,511
557,Belarus,2002,male,1541,351.21,2780
558,Belarus,2003,female,1892,63.71,540
559,Belarus,2003,male,1892,381.15,2916
560,Belarus,2007,female,4898,52.589999999999996,456
561,Belarus,2007,male,4898,303.3,2203
562,Belarus,2008,female,6601,52.17,471
563,Belarus,2008,male,6601,299.99,2187
564,Belarus,2009,female,5366,58.39,505
565,Belarus,2009,male,5366,317.15000000000003,2238
566,Belarus,2010,female,6371,46.17,390
567,Belarus,2010,male,6371,285.81,2069
568,Belarus,2011,female,6902,45.13,380
569,Belarus,2011,male,6902,254.23,1792
570,Belarus,2013,female,8477,40.04,334
571,Belarus,2013,male,8477,233.28,1568
572,Belarus,2014,female,8849,33.17,276
573,Belarus,2014,male,8849,219.74,1465
604,Belgium,2000,female,24592,65.69,617
605,Belgium,2000,male,24592,202.11,1526
606,Belgium,2001,female,24494,62.64,583
607,Belgium,2001,male,24494,198.58,1582
608,Belgium,2002,female,26526,59.14,579
609,Belgium,2002,male,26526,188.72,1497
610,Belgium,2003,female,32538,57.89,554
611,Belgium,2003,male,32538,190.84,1537
612,Belgium,2004,female,37661,54.86,537
613,Belgium,2004,male,37661,176.2,1450
614,Belgium,2005,female,39124,55.17,552
615,Belgium,2005,male,39124,176.58,1477
616,Belgium,2006,female,41135,53.71,540
617,Belgium,2006,male,41135,161.19,1395
618,Belgium,2007,female,47040,52.83,537
619,Belgium,2007,male,47040,155.74,1320
620,Belgium,2008,female,51345,54.46,547
621,Belgium,2008,male,51345,167.07999999999998,1452
622,Belgium,2009,female,47630,53.65,554
623,Belgium,2009,male,47630,164.70000000000002,1459
624,Belgium,2010,female,47355,53.89,563
625,Belgium,2010,male,47355,166.29,1450
626,Belgium,2011,female,50893,57.65,600
627,Belgium,2011,male,50893,169.06,1488
628,Belgium,2012,female,47678,50.84,541
629,Belgium,2012,male,47678,166.29,1485
630,Belgium,2013,female,49489,50.660000000000004,532
631,Belgium,2013,male,49489,150.89,1363
632,Belgium,2014,female,50173,52.839999999999996,561
633,Belgium,2014,male,50173,149.01,1338
634,Belgium,2015,female,42830,52.21,552
635,Belgium,2015,male,42830,144.45000000000002,1315
660,Belize,2000,female,3960,18.3,4
661,Belize,2000,male,3960,142.5,14
662,Belize,2001,female,4013,8.83,2
663,Belize,2001,male,4013,142.87,17
664,Belize,2002,female,4161,19.939999999999998,5
665,Belize,2002,male,4161,49.68,9
666,Belize,2003,female,4289,16.43,4
667,Belize,2003,male,4289,42.57,8
668,Belize,2004,female,4449,13.14,1
669,Belize,2004,male,4449,104.24,19
670,Belize,2005,female,4547,3.51,1
671,Belize,2005,male,4547,42.59,11
672,Belize,2006,female,4815,6.15,2
673,Belize,2006,male,4815,31.77,9
674,Belize,2007,female,4951,6.8100000000000005,2
675,Belize,2007,male,4951,71.68,6
676,Belize,2008,female,5098,4.14,1
677,Belize,2008,male,5098,82.22,10
678,Belize,2009,female,4841,13.45,4
679,Belize,2009,male,4841,44.31,11
680,Belize,2010,female,4923,6.09,2
681,Belize,2010,male,4923,55.39,13
682,Belize,2011,female,5098,14.78,5
683,Belize,2011,male,5098,138.52,28
684,Belize,2012,female,5264,5.77,2
685,Belize,2012,male,5264,67.68,16
686,Belize,2013,female,5272,2.81,1
687,Belize,2013,male,5272,53.589999999999996,16
688,Belize,2014,female,5448,16.78,6
689,Belize,2014,male,5448,74.17,18
690,Belize,2015,female,5561,15.13,4
691,Belize,2015,male,5561,120.33,22
692,Bosnia and Herzegovina,2011,female,5076,0.0,0
693,Bosnia and Herzegovina,2011,male,5076,1.31,5
694,Bosnia and Herzegovina,2014,female,5079,22.02,70
695,Bosnia and Herzegovina,2014,male,5079,87.48,243
726,Brazil,2000,female,4156,11.43,1380
727,Brazil,2000,male,4156,56.8,5383
728,Brazil,2001,female,3492,11.73,1557
729,Brazil,2001,male,3492,61.76,6153
730,Brazil,2002,female,3121,13.24,1694
731,Brazil,2002,male,3121,56.53,6003
732,Brazil,2003,female,3376,11.870000000000001,1605
733,Brazil,2003,male,3376,56.2,6234
734,Brazil,2004,female,3984,12.18,1703
735,Brazil,2004,male,3984,58.04,6292
736,Brazil,2005,female,5230,12.55,1804
737,Brazil,2005,male,5230,61.05,6725
738,Brazil,2006,female,6403,11.959999999999999,1801
739,Brazil,2006,male,6403,57.94,6817
740,Brazil,2007,female,7970,12.25,1871
741,Brazil,2007,male,7970,59.43,6984
742,Brazil,2008,female,9555,12.33,1918
743,Brazil,2008,male,9555,59.88,7266
744,Brazil,2009,female,9283,11.93,1873
745,Brazil,2009,male,9283,58.44,7473
746,Brazil,2010,female,12161,13.379999999999999,2073
747,Brazil,2010,male,12161,59.35,7356
748,Brazil,2011,female,14245,13.02,2088
749,Brazil,2011,male,14245,59.39,7734
750,Brazil,2012,female,13283,13.870000000000001,2254
751,Brazil,2012,male,13283,60.580000000000005,8041
752,Brazil,2013,female,13191,13.559999999999999,2223
753,Brazil,2013,male,13191,59.85,8290
754,Brazil,2014,female,12975,13.24,2233
755,Brazil,2014,male,12975,59.89,8398
756,Brazil,2015,female,9431,14.06,2397
757,Brazil,2015,male,9431,63.39,8766
788,Bulgaria,2000,female,1680,66.89999999999999,382
789,Bulgaria,2000,male,1680,192.32,1001
790,Bulgaria,2001,female,1854,63.88,363
791,Bulgaria,2001,male,1854,180.74,951
792,Bulgaria,2002,female,2157,58.71,336
793,Bulgaria,2002,male,2157,188.64,981
794,Bulgaria,2003,female,2800,49.11,292
795,Bulgaria,2003,male,2800,158.54000000000002,800
796,Bulgaria,2004,female,3485,41.18,267
797,Bulgaria,2004,male,3485,142.94,746
798,Bulgaria,2005,female,4003,43.65,255
799,Bulgaria,2005,male,4003,134.41,727
800,Bulgaria,2006,female,4638,38.559999999999995,225
801,Bulgaria,2006,male,4638,147.97,752
802,Bulgaria,2007,female,6073,40.1,239
803,Bulgaria,2007,male,6073,133.67,663
804,Bulgaria,2008,female,7487,39.56,245
805,Bulgaria,2008,male,7487,130.78,694
806,Bulgaria,2009,female,7186,33.73,206
807,Bulgaria,2009,male,7186,120.69,662
808,Bulgaria,2010,female,7066,33.14,210
809,Bulgaria,2010,male,7066,125.11,649
810,Bulgaria,2011,female,8137,25.98,158
811,Bulgaria,2011,male,8137,107.54,605
812,Bulgaria,2012,female,7745,33.38,199
813,Bulgaria,2012,male,7745,130.79,673
814,Bulgaria,2013,female,8057,24.93,148
815,Bulgaria,2013,male,8057,109.23,573
816,Bulgaria,2014,female,8241,30.31,172
817,Bulgaria,2014,male,8241,109.46,552
818,Cabo Verde,2011,female,4124,15.92,5
819,Cabo Verde,2011,male,4124,117.92,37
850,Canada,2000,female,25589,28.1,808
851,Canada,2000,male,25589,110.9,2798
852,Canada,2001,female,25165,28.73,823
853,Canada,2001,male,25165,108.7,2871
854,Canada,2002,female,25570,27.53,799
855,Canada,2002,male,25570,110.2,2851
856,Canada,2003,female,29787,28.91,862
857,Canada,2003,male,29787,108.36,2903
858,Canada,2004,female,33787,29.15,879
859,Canada,2004,male,33787,102.51,2734
860,Canada,2005,female,38218,30.23,886
861,Canada,2005,male,38218,103.61,2857
862,Canada,2006,female,42566,27.32,817
863,Canada,2006,male,42566,99.11,2695
864,Canada,2007,female,46890,29.14,884
865,Canada,2007,male,46890,98.31,2727
866,Canada,2008,female,49041,29.24,928
867,Canada,2008,male,49041,98.35000000000001,2777
868,Canada,2009,female,42933,28.76,901
869,Canada,2009,male,42933,101.91,2989
870,Canada,2010,female,49974,30.79,970
871,Canada,2010,male,49974,101.88,2981
872,Canada,2011,female,54841,30.33,947
873,Canada,2011,male,54841,94.69,2781
874,Canada,2012,female,55347,29.71,954
875,Canada,2012,male,55347,98.17,2972
876,Canada,2013,female,55310,31.91,1013
877,Canada,2013,male,55310,101.17999999999999,3041
908,Chile,2000,female,5584,16.87,207
909,Chile,2000,male,5584,132.31,1266
910,Chile,2001,female,5020,17.98,233
911,Chile,2001,male,5020,129.6,1392
912,Chile,2002,female,4866,20.32,246
913,Chile,2002,male,4866,128.96,1357
914,Chile,2003,female,5208,20.49,252
915,Chile,2003,male,5208,133.04999999999998,1402
916,Chile,2004,female,6744,20.55,263
917,Chile,2004,male,6744,135.14,1472
918,Chile,2005,female,8256,19.98,279
919,Chile,2005,male,8256,127.45,1403
920,Chile,2006,female,10270,20.72,297
921,Chile,2006,male,10270,134.34,1498
922,Chile,2007,female,11387,24.93,352
923,Chile,2007,male,11387,125.99000000000001,1496
924,Chile,2008,female,11653,29.35,414
925,Chile,2008,male,11653,138.53,1674
926,Chile,2009,female,11062,29.44,424
927,Chile,2009,male,11062,144.85999999999999,1724
928,Chile,2010,female,13874,25.759999999999998,383
929,Chile,2010,male,13874,137.12,1618
930,Chile,2011,female,15854,24.91,370
931,Chile,2011,male,15854,135.93,1657
932,Chile,2012,female,16617,21.67,331
933,Chile,2012,male,16617,126.74000000000001,1510
934,Chile,2013,female,17140,21.29,318
935,Chile,2013,male,17140,113.23,1420
936,Chile,2014,female,15883,19.96,314
937,Chile,2014,male,15883,117.41,1475
938,Chile,2015,female,14729,25.77,378
939,Chile,2015,male,14729,121.91,1460
970,Colombia,2000,female,2755,15.73,543
971,Colombia,2000,male,2755,74.05,1815
972,Colombia,2001,female,2662,15.78,557
973,Colombia,2001,male,2662,72.49,1855
974,Colombia,2002,female,2613,15.540000000000001,564
975,Colombia,2002,male,2613,65.84,1815
976,Colombia,2003,female,2489,16.16,577
977,Colombia,2003,male,2489,63.69,1692
978,Colombia,2004,female,3033,14.530000000000001,501
979,Colombia,2004,male,3033,69.72,1743
980,Colombia,2005,female,3742,12.67,465
981,Colombia,2005,male,3742,62.17,1637
982,Colombia,2006,female,4095,12.299999999999999,460
983,Colombia,2006,male,4095,66.11,1717
984,Colombia,2007,female,5150,11.56,454
985,Colombia,2007,male,5150,62.69,1727
986,Colombia,2008,female,5971,11.71,448
987,Colombia,2008,male,5971,62.51,1772
988,Colombia,2009,female,5643,11.440000000000001,447
989,Colombia,2009,male,5643,62.39,1802
990,Colombia,2010,female,6836,10.12,397
991,Colombia,2010,male,6836,57.12,1710
992,Colombia,2011,female,7885,9.54,382
993,Colombia,2011,male,7885,53.339999999999996,1662
994,Colombia,2012,female,8586,9.98,387
995,Colombia,2012,male,8586,56.47,1732
996,Colombia,2013,female,8731,10.05,405
997,Colombia,2013,male,8731,53.48,1663
998,Colombia,2014,female,8591,9.3,371
999,Colombia,2014,male,8591,57.32,1755
1000,Colombia,2015,female,6552,12.4,482
1001,Colombia,2015,male,6552,58.0,1850
1032,Costa Rica,2000,female,4233,10.6,28
1033,Costa Rica,2000,male,4233,77.69,211
1034,Costa Rica,2001,female,4412,9.35,28
1035,Costa Rica,2001,male,4412,66.67999999999999,170
1036,Costa Rica,2002,female,4485,10.91,39
1037,Costa Rica,2002,male,4485,84.71,236
1038,Costa Rica,2003,female,4583,14.28,53
1039,Costa Rica,2003,male,4583,101.6,262
1040,Costa Rica,2004,female,4850,13.709999999999999,44
1041,Costa Rica,2004,male,4850,87.01,281
1042,Costa Rica,2005,female,5133,10.07,41
1043,Costa Rica,2005,male,5133,68.66,231
1044,Costa Rica,2006,female,5716,17.03,55
1045,Costa Rica,2006,male,5716,83.8,295
1046,Costa Rica,2007,female,6661,11.29,44
1047,Costa Rica,2007,male,6661,64.06,226
1048,Costa Rica,2008,female,7517,11.06,34
1049,Costa Rica,2008,male,7517,61.21,227
1050,Costa Rica,2009,female,7403,10.38,42
1051,Costa Rica,2009,male,7403,66.99,236
1052,Costa Rica,2010,female,8906,10.200000000000001,43
1053,Costa Rica,2010,male,8906,74.15,268
1054,Costa Rica,2011,female,9978,13.94,53
1055,Costa Rica,2011,male,9978,75.89,263
1056,Costa Rica,2012,female,10832,9.7,42
1057,Costa Rica,2012,male,10832,71.06,260
1058,Costa Rica,2013,female,11443,9.93,39
1059,Costa Rica,2013,male,11443,79.33,272
1060,Costa Rica,2014,female,11485,12.39,45
1061,Costa Rica,2014,male,11485,58.46,223
1072,Croatia,2000,female,5288,71.89,234
1073,Croatia,2000,male,5288,250.85999999999999,692
1074,Croatia,2001,female,5571,62.14,225
1075,Croatia,2001,male,5571,225.4,656
1076,Croatia,2002,female,6373,67.74,230
1077,Croatia,2002,male,6373,236.38,644
1078,Croatia,2003,female,8202,51.6,193
1079,Croatia,2003,male,8202,230.09,672
1080,Croatia,2004,female,9829,60.35,226
1081,Croatia,2004,male,9829,241.89000000000001,645
1082,Croatia,2005,female,10722,59.82,223
1083,Croatia,2005,male,10722,209.75,651
1084,Croatia,2006,female,11914,57.81,223
1085,Croatia,2006,male,11914,190.41,573
1086,Croatia,2007,female,14204,53.17,198
1087,Croatia,2007,male,14204,190.28,577
1088,Croatia,2008,female,16680,49.53,184
1089,Croatia,2008,male,16680,216.16,609
1090,Croatia,2009,female,14872,47.06,172
1091,Croatia,2009,male,14872,207.23000000000002,618
1092,Croatia,2010,female,14232,50.269999999999996,192
1093,Croatia,2010,male,14232,191.7,584
1094,Croatia,2011,female,14890,46.57,182
1095,Croatia,2011,male,14890,174.54,520
1096,Croatia,2012,female,13952,47.46,180
1097,Croatia,2012,male,13952,191.55,596
1098,Croatia,2013,female,14362,37.39,146
1099,Croatia,2013,male,14362,172.91,546
1100,Croatia,2014,female,14299,48.260000000000005,186
1101,Croatia,2014,male,14299,173.78,536
1102,Croatia,2015,female,12351,51.63,197
1103,Croatia,2015,male,12351,178.04999999999998,542
1104,Croatia,2016,female,12905,41.870000000000005,168
1105,Croatia,2016,male,12905,171.69,515
1122,Cuba,2000,female,2940,67.87,535
1123,Cuba,2000,male,2940,204.9,1310
1124,Cuba,2001,female,3037,56.19,449
1125,Cuba,2001,male,3037,188.32,1203
1126,Cuba,2002,female,3205,60.07,459
1127,Cuba,2002,male,3205,180.35,1147
1128,Cuba,2003,female,3409,47.1,373
1129,Cuba,2003,male,3409,174.01999999999998,1126
1130,Cuba,2004,female,3611,44.76,371
1131,Cuba,2004,male,3611,171.35999999999999,1144
1132,Cuba,2005,female,4017,44.93,351
1133,Cuba,2005,male,4017,161.01,1046
1134,Cuba,2006,female,4951,34.11,273
1135,Cuba,2006,male,4951,168.44,1103
1136,Cuba,2007,female,5488,34.98,266
1137,Cuba,2007,male,5488,153.2,1041
1138,Cuba,2008,female,5686,36.31,310
1139,Cuba,2008,male,5686,154.68,1067
1140,Cuba,2009,female,5797,38.48,336
1141,Cuba,2009,male,5797,162.85,1141
