,country,year,sex,gdp_per_capita ($),suicides/100k pop,suicides_no
2189,Italy,2012,male,36497,69.36,3324
2190,Italy,2013,female,37050,16.47,968
2191,Italy,2013,male,37050,68.39,3322
2192,Italy,2014,female,37035,15.59,932
2193,Italy,2014,male,37035,66.54,3215
2194,Italy,2015,female,31537,14.57,883
2195,Italy,2015,male,31537,63.88,3105
2210,Jamaica,2000,female,3795,0.0,0
2211,Jamaica,2000,male,3795,1.16,3
2212,Jamaica,2001,female,3838,0.41,1
2213,Jamaica,2001,male,3838,2.39,4
2214,Jamaica,2002,female,4013,0.0,0
2215,Jamaica,2002,male,4013,0.7,2
2216,Jamaica,2003,female,3852,0.41,1
2217,Jamaica,2003,male,3852,0.5,1
2218,Jamaica,2004,female,4119,0.0,0
2219,Jamaica,2004,male,4119,0.74,1
2220,Jamaica,2005,female,4505,2.77,8
2221,Jamaica,2005,male,4505,23.4,43
2222,Jamaica,2006,female,4738,0.0,0
2223,Jamaica,2006,male,4738,0.0,0
2224,Jamaica,2009,female,4686,1.49,3
2225,Jamaica,2009,male,4686,19.64,33
2226,Jamaica,2010,female,5100,0.0,0
2227,Jamaica,2010,male,5100,1.16,3
2228,Jamaica,2011,female,5552,2.4499999999999997,6
2229,Jamaica,2011,male,5552,25.41,44
2260,Japan,2000,female,40813,81.86,8574
2261,Japan,2000,male,40813,196.66,21415
2262,Japan,2001,female,35843,77.15,8264
2263,Japan,2001,male,35843,190.01,20868
2264,Japan,2002,female,34239,74.9,8248
2265,Japan,2002,male,34239,190.94,21467
2266,Japan,2003,female,36926,77.87,8691
2267,Japan,2003,male,36926,201.54,23190
2268,Japan,2004,female,39960,73.84,8270
2269,Japan,2004,male,39960,192.41,21764
2270,Japan,2005,female,39412,74.19,8299
2271,Japan,2005,male,39412,192.7,22070
2272,Japan,2006,female,37534,75.05,8486
2273,Japan,2006,male,37534,187.19,21283
2274,Japan,2007,female,37408,76.16,8798
2275,Japan,2007,male,37408,192.6,21867
2276,Japan,2008,female,41773,76.46,8668
2277,Japan,2008,male,41773,188.86,21405
2278,Japan,2009,female,43415,74.03,8508
2279,Japan,2009,male,43415,192.66,22015
2280,Japan,2010,female,47059,72.1,8506
2281,Japan,2010,male,47059,183.38,20905
2282,Japan,2011,female,50919,77.21,8985
2283,Japan,2011,male,50919,175.2,19781
2284,Japan,2012,female,51379,67.55,7936
2285,Japan,2012,male,51379,166.15,18402
2286,Japan,2013,female,42781,67.08,7910
2287,Japan,2013,male,42781,164.08,18081
2288,Japan,2014,female,40328,63.68,7537
2289,Japan,2014,male,40328,154.53,16820
2290,Japan,2015,female,36510,58.29,6946
2291,Japan,2015,male,36510,147.75,16146
2312,Kazakhstan,2000,female,1328,73.27,746
2313,Kazakhstan,2000,male,1328,352.78,3682
2314,Kazakhstan,2001,female,1608,67.27,658
2315,Kazakhstan,2001,male,1608,355.22,3719
2316,Kazakhstan,2002,female,1788,66.99,678
2317,Kazakhstan,2002,male,1788,338.9,3562
2318,Kazakhstan,2003,female,2232,69.07,688
2319,Kazakhstan,2003,male,2232,342.64,3633
2320,Kazakhstan,2004,female,3110,67.13,692
2321,Kazakhstan,2004,male,3110,346.73,3702
2322,Kazakhstan,2005,female,4096,60.55,634
2323,Kazakhstan,2005,male,4096,297.25,3269
2324,Kazakhstan,2006,female,5770,62.1,675
2325,Kazakhstan,2006,male,5770,312.63,3401
2326,Kazakhstan,2007,female,7423,63.33,721
2327,Kazakhstan,2007,male,7423,312.3,3420
2328,Kazakhstan,2008,female,9387,65.08,767
2329,Kazakhstan,2008,male,9387,301.86,3230
2330,Kazakhstan,2009,female,8024,60.589999999999996,718
2331,Kazakhstan,2009,male,8024,269.48,3120
2332,Kazakhstan,2010,female,10062,54.79,645
2333,Kazakhstan,2010,male,10062,266.02,2964
2334,Kazakhstan,2011,female,12969,52.57,608
2335,Kazakhstan,2011,male,12969,241.19,2793
2336,Kazakhstan,2012,female,13845,46.97,563
2337,Kazakhstan,2012,male,13845,224.04999999999998,2677
2338,Kazakhstan,2013,female,15552,55.8,675
2339,Kazakhstan,2013,male,15552,240.87,2837
2340,Kazakhstan,2014,female,14351,46.97,563
2341,Kazakhstan,2014,male,14351,210.12,2556
2342,Kazakhstan,2015,female,11784,42.67,530
2343,Kazakhstan,2015,male,11784,195.35,2342
2362,Kiribati,2000,female,928,0.0,0
2363,Kiribati,2000,male,928,0.0,0
2364,Kiribati,2001,female,854,0.0,0
2365,Kiribati,2001,male,854,0.0,0
2386,Kuwait,2000,female,19112,7.65,14
2387,Kuwait,2000,male,19112,7.58,20
2388,Kuwait,2001,female,17116,2.48,5
2389,Kuwait,2001,male,17116,6.65,25
2390,Kuwait,2002,female,17668,5.3,11
2391,Kuwait,2002,male,17668,9.26,34
2392,Kuwait,2003,female,24544,7.5,14
2393,Kuwait,2003,male,24544,8.94,30
2394,Kuwait,2004,female,29778,8.72,17
2395,Kuwait,2004,male,29778,8.540000000000001,28
2396,Kuwait,2005,female,39166,5.680000000000001,11
2397,Kuwait,2005,male,39166,12.5,41
2398,Kuwait,2006,female,46890,6.67,11
2399,Kuwait,2006,male,46890,9.16,34
2400,Kuwait,2007,female,37283,4.61,14
2401,Kuwait,2007,male,37283,8.41,37
2402,Kuwait,2008,female,43746,5.48,14
2403,Kuwait,2008,male,43746,6.28,33
2404,Kuwait,2009,female,33453,8.14,21
2405,Kuwait,2009,male,33453,6.67,40
2406,Kuwait,2010,female,35171,3.9,13
2407,Kuwait,2010,male,35171,6.140000000000001,26
2408,Kuwait,2011,female,46203,4.86,15
2409,Kuwait,2011,male,46203,6.55,26
2410,Kuwait,2012,female,49781,7.4,19
2411,Kuwait,2012,male,49781,8.19,37
2412,Kuwait,2013,female,48729,3.77,13
2413,Kuwait,2013,male,48729,6.109999999999999,28
2414,Kuwait,2014,female,43774,6.03,18
2415,Kuwait,2014,male,43774,9.83,50
2436,Kyrgyzstan,2000,female,313,39.21,96
2437,Kyrgyzstan,2000,male,313,143.42000000000002,414
2438,Kyrgyzstan,2001,female,345,26.77,77
2439,Kyrgyzstan,2001,male,345,166.53,483
2440,Kyrgyzstan,2002,female,359,31.57,100
2441,Kyrgyzstan,2002,male,359,141.54,467
2442,Kyrgyzstan,2003,female,424,23.5,82
2443,Kyrgyzstan,2003,male,424,114.36,397
2444,Kyrgyzstan,2004,female,484,24.7,75
2445,Kyrgyzstan,2004,male,484,116.63000000000001,363
2446,Kyrgyzstan,2005,female,533,21.32,84
2447,Kyrgyzstan,2005,male,533,114.16,386
2448,Kyrgyzstan,2006,female,610,31.58,97
2449,Kyrgyzstan,2006,male,610,114.41,366
2450,Kyrgyzstan,2007,female,814,32.730000000000004,116
2451,Kyrgyzstan,2007,male,814,93.16,366
2452,Kyrgyzstan,2008,female,1096,29.83,94
2453,Kyrgyzstan,2008,male,1096,106.13,379
2454,Kyrgyzstan,2009,female,977,24.44,96
2455,Kyrgyzstan,2009,male,977,88.84,362
2456,Kyrgyzstan,2010,female,991,29.759999999999998,105
2457,Kyrgyzstan,2010,male,991,113.44,395
2458,Kyrgyzstan,2011,female,1273,28.24,108
2459,Kyrgyzstan,2011,male,1273,98.65,363
2460,Kyrgyzstan,2012,female,1339,37.11,122
2461,Kyrgyzstan,2012,male,1339,103.55,402
2462,Kyrgyzstan,2013,female,1463,24.29,97
2463,Kyrgyzstan,2013,male,1463,85.55,349
2464,Kyrgyzstan,2014,female,1465,25.16,103
2465,Kyrgyzstan,2014,male,1465,86.63,358
2466,Kyrgyzstan,2015,female,1285,21.72,90
2467,Kyrgyzstan,2015,male,1285,76.65,327
2478,Latvia,2000,female,3494,76.91,152
2479,Latvia,2000,male,3494,376.29,618
2480,Latvia,2001,female,3724,68.63,137
2481,Latvia,2001,male,3724,314.86,571
2482,Latvia,2002,female,4311,70.78999999999999,149
2483,Latvia,2002,male,4311,296.96999999999997,521
2484,Latvia,2003,female,5364,60.1,122
2485,Latvia,2003,male,5364,301.53,482
2486,Latvia,2004,female,6644,55.45,106
2487,Latvia,2004,male,6644,272.93,457
2488,Latvia,2005,female,7916,60.519999999999996,119
2489,Latvia,2005,male,7916,251.54,445
2490,Latvia,2006,female,10139,41.4,80
2491,Latvia,2006,male,10139,247.5,407
2492,Latvia,2007,female,14758,51.12,95
2493,Latvia,2007,male,14758,244.63,358
2494,Latvia,2008,female,17217,52.89,100
2495,Latvia,2008,male,17217,270.8,427
2496,Latvia,2009,female,12890,50.47,100
2497,Latvia,2009,male,12890,257.33,416
2498,Latvia,2010,female,11951,28.38,62
2499,Latvia,2010,male,11951,230.96,376
2500,Latvia,2011,female,14447,41.7,75
2501,Latvia,2011,male,14447,247.05,365
2502,Latvia,2012,female,14558,39.96,73
2503,Latvia,2012,male,14558,227.72,371
2504,Latvia,2013,female,15820,29.53,61
2505,Latvia,2013,male,15820,212.66,322
2506,Latvia,2014,female,16544,40.28,71
2507,Latvia,2014,male,16544,208.53,311
2508,Latvia,2015,female,14382,40.4,81
2509,Latvia,2015,male,14382,211.07000000000002,306
2520,Lithuania,2000,female,3481,100.8,314
2521,Lithuania,2000,male,3481,471.0,1317
2522,Lithuania,2001,female,3719,90.85,278
2523,Lithuania,2001,male,3719,478.13,1255
2524,Lithuania,2002,female,4360,82.92,242
2525,Lithuania,2002,male,4360,472.7,1309
2526,Lithuania,2003,female,5778,80.96,256
2527,Lithuania,2003,male,5778,449.56,1199
2528,Lithuania,2004,female,7028,84.14,256
2529,Lithuania,2004,male,7028,419.23,1124
2530,Lithuania,2005,female,8229,74.44,235
2531,Lithuania,2005,male,8229,411.34999999999997,1084
2532,Lithuania,2006,female,9667,66.13,196
2533,Lithuania,2006,male,9667,334.44,853
2534,Lithuania,2007,female,12869,63.08,177
2535,Lithuania,2007,male,12869,343.71,848
2536,Lithuania,2008,female,15669,64.83,193
2537,Lithuania,2008,male,15669,365.22,918
2538,Lithuania,2009,female,12412,64.84,186
2539,Lithuania,2009,male,12412,372.23,952
2540,Lithuania,2010,female,12584,64.39,189
2541,Lithuania,2010,male,12584,330.85,829
2542,Lithuania,2011,female,15097,68.24,201
2543,Lithuania,2011,male,15097,339.45,817
2544,Lithuania,2012,female,15099,57.88,174
2545,Lithuania,2012,male,15099,316.24,753
2546,Lithuania,2013,female,16538,72.23,198
2547,Lithuania,2013,male,16538,372.33,887
2548,Lithuania,2014,female,17442,60.69,161
2549,Lithuania,2014,male,17442,340.58,769
2550,Lithuania,2015,female,15073,62.17,169
2551,Lithuania,2015,male,15073,323.31,727
2552,Lithuania,2016,female,15742,44.58,129
2553,Lithuania,2016,male,15742,317.14,693
2584,Luxembourg,2000,female,51841,41.72,15
2585,Luxembourg,2000,male,51841,180.92,47
2586,Luxembourg,2001,female,51391,77.61,23
2587,Luxembourg,2001,male,51391,162.21,50
2588,Luxembourg,2002,female,56484,55.17,22
2589,Luxembourg,2002,male,56484,208.97,63
2590,Luxembourg,2003,female,69768,17.509999999999998,8
2591,Luxembourg,2003,male,69768,146.86,40
2592,Luxembourg,2004,female,80639,41.79,17
2593,Luxembourg,2004,male,80639,147.75,45
2594,Luxembourg,2005,female,85397,21.32,10
2595,Luxembourg,2005,male,85397,137.75,39
2596,Luxembourg,2006,female,95351,33.78,18
2597,Luxembourg,2006,male,95351,150.01,47
2598,Luxembourg,2007,female,112581,58.04,25
2599,Luxembourg,2007,male,112581,125.85,53
2600,Luxembourg,2008,female,121315,18.47,8
2601,Luxembourg,2008,male,121315,93.84,35
2602,Luxembourg,2009,female,109483,23.330000000000002,12
2603,Luxembourg,2009,male,109483,87.62,36
2604,Luxembourg,2010,female,111328,23.11,11
2605,Luxembourg,2010,male,111328,118.05,43
2606,Luxembourg,2011,female,122729,49.69,18
2607,Luxembourg,2011,male,122729,86.84,37
2608,Luxembourg,2012,female,113120,27.24,12
2609,Luxembourg,2012,male,113120,112.94,39
2610,Luxembourg,2013,female,120423,34.71,16
2611,Luxembourg,2013,male,120423,56.769999999999996,24
2612,Luxembourg,2014,female,126352,37.410000000000004,15
2613,Luxembourg,2014,male,126352,110.47,52
2614,Luxembourg,2015,female,107456,38.6,19
2615,Luxembourg,2015,male,107456,95.8,45
2618,Maldives,2000,female,2524,0.0,0
2619,Maldives,2000,male,2524,0.0,0
2620,Maldives,2001,female,3406,102.46,1
2621,Maldives,2001,male,3406,8.030000000000001,2
2622,Maldives,2002,female,3401,2.95,1
2623,Maldives,2002,male,3401,6.890000000000001,2
2624,Maldives,2003,female,3867,3.95,1
2625,Maldives,2003,male,3867,11.57,3
2626,Maldives,2004,female,4373,3.74,1
2627,Maldives,2004,male,4373,0.0,0
2628,Maldives,2005,female,4026,0.0,0
2629,Maldives,2005,male,4026,2.75,1
2630,Maldives,2007,female,6115,6.33,2
2631,Maldives,2007,male,6115,8.030000000000001,3
2632,Maldives,2008,female,7236,0.0,0
2633,Maldives,2008,male,7236,0.0,0
2634,Maldives,2010,female,7806,0.0,0
2635,Maldives,2010,male,7806,1.99,1
2636,Maldives,2011,female,8135,0.0,0
2637,Maldives,2011,male,8135,5.39,2
2668,Malta,2000,female,11873,16.3,6
2669,Malta,2000,male,11873,61.75,17
2670,Malta,2001,female,11691,23.63,7
2671,Malta,2001,male,11691,61.66,23
2672,Malta,2002,female,12524,26.84,8
2673,Malta,2002,male,12524,28.44,11
2674,Malta,2003,female,14444,7.95,3
2675,Malta,2003,male,14444,66.99,17
2676,Malta,2004,female,15916,34.16,10
2677,Malta,2004,male,15916,51.660000000000004,14
2678,Malta,2005,female,16648,5.88,3
2679,Malta,2005,male,16648,62.06,16
2680,Malta,2006,female,17504,9.850000000000001,5
2681,Malta,2006,male,17504,77.36,21
2682,Malta,2007,female,20333,6.72,1
2683,Malta,2007,male,20333,67.12,25
2684,Malta,2008,female,23007,3.65,2
2685,Malta,2008,male,23007,35.03,12
2686,Malta,2009,female,21695,10.48,3
2687,Malta,2009,male,21695,96.64,33
2688,Malta,2010,female,22132,4.03,2
2689,Malta,2010,male,22132,78.08,29
2690,Malta,2011,female,23984,0.0,0
2691,Malta,2011,male,23984,47.5,20
2692,Malta,2012,female,23074,11.14,6
2693,Malta,2012,male,23074,48.730000000000004,19
2694,Malta,2013,female,25191,3.37,1
2695,Malta,2013,male,25191,53.85,21
2696,Malta,2014,female,27634,15.9,5
2697,Malta,2014,male,27634,86.17999999999999,27
2698,Malta,2015,female,25750,16.25,7
2699,Malta,2015,male,25750,62.019999999999996,27
2730,Mauritius,2000,female,4339,27.58,30
2731,Mauritius,2000,male,4339,113.24,107
2732,Mauritius,2001,female,4244,39.06,37
2733,Mauritius,2001,male,4244,82.78,76
2734,Mauritius,2002,female,4415,27.3,29
2735,Mauritius,2002,male,4415,104.6,102
2736,Mauritius,2003,female,5136,22.42,24
2737,Mauritius,2003,male,5136,71.6,64
2738,Mauritius,2004,female,5789,20.12,22
2739,Mauritius,2004,male,5789,80.87,75
2740,Mauritius,2005,female,5641,26.07,23
2741,Mauritius,2005,male,5641,76.44,79
2742,Mauritius,2006,female,6246,39.04,29
2743,Mauritius,2006,male,6246,124.64,89
2744,Mauritius,2007,female,7179,26.939999999999998,30
2745,Mauritius,2007,male,7179,114.50999999999999,97
2746,Mauritius,2008,female,8716,11.16,12
2747,Mauritius,2008,male,8716,66.97,72
2748,Mauritius,2009,female,7873,25.96,23
2749,Mauritius,2009,male,7873,80.11,92
2750,Mauritius,2010,female,8587,18.41,22
2751,Mauritius,2010,male,8587,93.42,76
2752,Mauritius,2011,female,9817,21.38,23
2753,Mauritius,2011,male,9817,98.66,95
2754,Mauritius,2012,female,9884,27.349999999999998,26
2755,Mauritius,2012,male,9884,86.9,89
2756,Mauritius,2013,female,10572,14.5,15
2757,Mauritius,2013,male,10572,83.17,83
2758,Mauritius,2014,female,11120,28.31,24
2759,Mauritius,2014,male,11120,87.14,96
2760,Mauritius,2015,female,10125,25.25,26
2761,Mauritius,2015,male,10125,74.72,78
2762,Mauritius,2016,female,10570,12.799999999999999,15
2763,Mauritius,2016,male,10570,86.5,83
2794,Mexico,2000,female,7892,6.91,537
2795,Mexico,2000,male,7892,47.98,2919
2796,Mexico,2001,female,8311,8.39,672
2797,Mexico,2001,male,8311,54.91,3088
2798,Mexico,2002,female,8357,7.800000000000001,656
2799,Mexico,2002,male,8357,50.56,3170
2800,Mexico,2003,female,7779,8.24,694
2801,Mexico,2003,male,7779,54.76,3376
2802,Mexico,2004,female,8217,8.31,675
2803,Mexico,2004,male,8217,52.44,3381
2804,Mexico,2005,female,9071,8.31,730
2805,Mexico,2005,male,9071,53.910000000000004,3544
2806,Mexico,2006,female,9906,7.91,709
2807,Mexico,2006,male,9906,51.31,3521
2808,Mexico,2007,female,10496,8.37,762
2809,Mexico,2007,male,10496,49.64,3523
2810,Mexico,2008,female,10864,9.16,860
2811,Mexico,2008,male,10864,51.67,3782
2812,Mexico,2009,female,8651,9.72,966
2813,Mexico,2009,male,8651,54.42,4057
2814,Mexico,2010,female,9991,8.85,900
2815,Mexico,2010,male,9991,52.16,3958
2816,Mexico,2011,female,10965,10.36,1071
2817,Mexico,2011,male,10965,55.16,4487
2818,Mexico,2012,female,10982,10.11,1051
2819,Mexico,2012,male,10982,53.32,4330
2820,Mexico,2013,female,11478,10.28,1043
2821,Mexico,2013,male,11478,54.71,4668
2822,Mexico,2014,female,11663,11.290000000000001,1228
2823,Mexico,2014,male,11663,57.089999999999996,4950
2824,Mexico,2015,female,10228,11.469999999999999,1248
2825,Mexico,2015,male,10228,55.099999999999994,4986
2826,Mongolia,2016,female,4145,28.18,52
2827,Mongolia,2016,male,4145,156.21,371
2828,Montenegro,2000,female,1701,0.0,0
2829,Montenegro,2000,male,1701,0.0,0
2830,Montenegro,2001,female,2004,0.0,0
2831,Montenegro,2001,male,2004,0.0,0
2832,Montenegro,2002,female,2220,0.0,0
2833,Montenegro,2002,male,2220,0.0,0
2834,Montenegro,2003,female,2946,0.0,0
2835,Montenegro,2003,male,2946,0.0,0
2836,Montenegro,2004,female,3565,0.0,0
2837,Montenegro,2004,male,3565,0.0,0
2838,Montenegro,2005,female,3870,85.35,36
2839,Montenegro,2005,male,3870,189.13,82
2840,Montenegro,2006,female,4654,0.0,0
2841,Montenegro,2006,male,4654,0.0,0
2842,Montenegro,2007,female,6268,78.37,32
2843,Montenegro,2007,male,6268,257.15999999999997,89
2844,Montenegro,2008,female,7705,110.2,46
2845,Montenegro,2008,male,7705,197.89000000000001,80
2846,Montenegro,2009,female,7023,63.62,30
2847,Montenegro,2009,male,7023,212.31,77
2878,Netherlands,2000,female,27644,34.62,501
2879,Netherlands,2000,male,27644,84.37,1000
2880,Netherlands,2001,female,28366,33.09,464
2881,Netherlands,2001,male,28366,83.21000000000001,1010
2882,Netherlands,2002,female,30757,35.31,507
2883,Netherlands,2002,male,30757,84.42,1063
2884,Netherlands,2003,female,37614,35.339999999999996,484
2885,Netherlands,2003,male,37614,77.99,1018
2886,Netherlands,2004,female,42614,33.49,492
2887,Netherlands,2004,male,42614,77.67,1022
2888,Netherlands,2005,female,44289,33.47,500
2889,Netherlands,2005,male,44289,79.81,1074
2890,Netherlands,2006,female,47281,31.95,479
2891,Netherlands,2006,male,47281,81.24,1046
2892,Netherlands,2007,female,54418,27.59,410
2893,Netherlands,2007,male,54418,69.85,944
2894,Netherlands,2008,female,60375,29.12,448
2895,Netherlands,2008,male,60375,72.97,991
2896,Netherlands,2009,female,54988,30.15,462
2897,Netherlands,2009,male,54988,78.15,1068
2898,Netherlands,2010,female,53302,30.85,477
2899,Netherlands,2010,male,53302,78.64,1127
2900,Netherlands,2011,female,56667,33.03,513
2901,Netherlands,2011,male,56667,80.05,1137
2902,Netherlands,2012,female,52334,36.32,570
2903,Netherlands,2012,male,52334,82.19,1186
2904,Netherlands,2013,female,54510,35.74,549
2905,Netherlands,2013,male,54510,89.79,1307
2906,Netherlands,2014,female,55325,38.14,589
2907,Netherlands,2014,male,55325,83.28,1250
2908,Netherlands,2015,female,47206,37.41,591
2909,Netherlands,2015,male,47206,89.52000000000001,1282
2910,Netherlands,2016,female,48108,40.33,613
2911,Netherlands,2016,male,48108,87.06,1273
2942,New Zealand,2000,female,14725,25.86,83
2943,New Zealand,2000,male,14725,131.68,375
2944,New Zealand,2001,female,14968,39.01,119
2945,New Zealand,2001,male,14968,140.89,389
2946,New Zealand,2002,female,18208,34.97,113
2947,New Zealand,2002,male,18208,117.06,354
2948,New Zealand,2003,female,23663,43.11,141
2949,New Zealand,2003,male,23663,129.24,378
2950,New Zealand,2004,female,27325,32.910000000000004,113
2951,New Zealand,2004,male,27325,130.5,382
2952,New Zealand,2005,female,29803,38.86,132
2953,New Zealand,2005,male,29803,119.07,382
2954,New Zealand,2006,female,28628,39.730000000000004,139
2955,New Zealand,2006,male,28628,117.01,388
2956,New Zealand,2007,female,34892,31.47,118
2957,New Zealand,2007,male,34892,116.72,376
2958,New Zealand,2008,female,33585,38.08,139
2959,New Zealand,2008,male,33585,113.7,381
2960,New Zealand,2009,female,30259,33.26,118
2961,New Zealand,2009,male,30259,119.74000000000001,394
2962,New Zealand,2010,female,36145,42.1,149
2963,New Zealand,2010,male,36145,110.52,387
2964,New Zealand,2011,female,41184,33.44,116
2965,New Zealand,2011,male,41184,109.38,377
2966,New Zealand,2012,female,42756,41.89,145
2967,New Zealand,2012,male,42756,116.14,404
2968,New Zealand,2013,female,46198,37.54,147
2969,New Zealand,2013,male,46198,107.00999999999999,366
2970,Nicaragua,2010,female,1715,14.379999999999999,77
2971,Nicaragua,2010,male,1715,74.36,274
2972,Nicaragua,2011,female,1888,17.32,93
2973,Nicaragua,2011,male,1888,72.23,276
2974,Nicaragua,2012,female,2006,16.259999999999998,82
2975,Nicaragua,2012,male,2006,56.03,234
2976,Nicaragua,2013,female,2062,13.04,75
